filename,true_label,x_coordinate,y_coordinate
females\0.wav,0,-68.033325,1.7862917
females\1.wav,0,-22.90981,42.962757
females\10.wav,0,10.822631,25.188652
females\100.wav,0,-11.613812,56.090237
females\101.wav,0,-24.826923,-25.531641
females\102.wav,0,-18.69661,-0.05294612
females\103.wav,0,-27.735441,-11.205688
females\104.wav,0,39.62336,-57.842686
females\105.wav,0,-29.61916,-37.278194
females\106.wav,0,-20.01654,75.282135
females\107.wav,0,-20.850185,-0.64220846
females\108.wav,0,-30.410547,-37.957535
females\109.wav,0,-16.630007,-17.145716
females\11.wav,0,-30.239664,-33.390842
females\110.wav,0,-33.01098,-22.46652
females\111.wav,0,-35.533314,-67.08629
females\112.wav,0,-23.784996,0.46835795
females\113.wav,0,-21.227062,-38.553894
females\114.wav,0,-77.31452,3.1358235
females\115.wav,0,-9.239577,-0.35723257
females\116.wav,0,-15.993004,13.0064
females\117.wav,0,-35.702545,-24.644949
females\118.wav,0,-26.32284,22.889454
females\119.wav,0,-47.435894,38.88053
females\12.wav,0,-16.679863,-15.3144245
females\120.wav,0,-9.081549,-7.384167
females\121.wav,0,-38.44074,52.290306
females\122.wav,0,-18.862432,0.003935149
females\123.wav,0,-39.878372,-58.054447
females\124.wav,0,-60.62251,-0.64162135
females\125.wav,0,-11.15871,-13.577258
females\126.wav,0,-11.841111,-13.730406
females\127.wav,0,-33.30016,6.178908
females\128.wav,0,-50.43327,-6.924467
females\129.wav,0,-66.4273,3.792178
females\13.wav,0,-14.99409,-15.048078
females\130.wav,0,-2.7762353,16.379799
females\131.wav,0,-30.569418,65.05609
females\132.wav,0,-38.763054,-16.763702
females\133.wav,0,-46.886524,69.206314
females\134.wav,0,-26.146442,-31.385847
females\135.wav,0,-24.36215,-9.889162
females\136.wav,0,-58.566162,-34.48228
females\137.wav,0,-14.191688,6.093619
females\138.wav,0,-91.232544,47.554447
females\139.wav,0,-21.78558,1.0558012
females\14.wav,0,-26.850351,-8.989669
females\140.wav,0,-51.058914,33.56623
females\141.wav,0,-17.980148,-51.83765
females\142.wav,0,-62.956993,1.7283548
females\143.wav,0,-43.079292,-7.7181125
females\144.wav,0,-90.74637,35.930958
females\145.wav,0,-72.80289,-66.070435
females\146.wav,0,-65.61772,-1.7127832
females\147.wav,0,-14.262825,-15.402265
females\148.wav,0,-20.151884,-16.228548
females\149.wav,0,49.63284,-10.379523
females\15.wav,0,-23.801817,-14.460307
females\150.wav,0,-72.475,70.249084
females\151.wav,0,-56.277077,25.438559
females\152.wav,0,-82.48607,8.0788555
females\153.wav,0,-43.31491,-15.000873
females\154.wav,0,-28.672728,-16.58807
females\155.wav,0,11.484374,-24.577559
females\156.wav,0,-10.129237,-21.73756
females\157.wav,0,-26.920822,-13.541493
females\158.wav,0,-48.09304,-19.162977
females\159.wav,0,-71.26173,-42.476463
females\16.wav,0,-19.49245,13.6321125
females\160.wav,0,-62.39292,-30.186707
females\161.wav,0,-32.092648,-36.786976
females\162.wav,0,-82.5154,-0.96921355
females\164.wav,0,-103.592766,40.009888
females\165.wav,0,-63.024246,1.8057548
females\166.wav,0,-64.62244,49.43101
females\167.wav,0,-49.712914,78.504906
females\168.wav,0,-21.576904,-5.1372576
females\169.wav,0,-19.185652,14.082579
females\17.wav,0,-72.97261,-28.609364
females\170.wav,0,-18.863749,-9.01613
females\171.wav,0,-46.01793,34.234795
females\172.wav,0,-41.8605,25.002893
females\173.wav,0,-81.441605,-36.9478
females\174.wav,0,-39.214134,-26.290419
females\175.wav,0,-14.736558,-19.966179
females\176.wav,0,-29.823528,-17.58682
females\177.wav,0,-65.33044,-0.12270248
females\178.wav,0,-15.658568,-13.062385
females\179.wav,0,-13.148556,2.3124633
females\18.wav,0,-82.80971,-46.3022
females\180.wav,0,-4.7418017,30.354223
females\181.wav,0,-37.44878,-27.35806
females\182.wav,0,-10.955995,-4.9045568
females\183.wav,0,-74.733955,-51.462902
females\184.wav,0,-23.582323,-10.894264
females\185.wav,0,-21.280891,-25.233227
females\186.wav,0,-76.21837,3.230527
females\187.wav,0,-81.03423,-25.02981
females\188.wav,0,-26.569277,-25.631992
females\189.wav,0,-64.69834,-0.7447953
females\19.wav,0,-3.4987075,-3.941374
females\190.wav,0,-30.992756,-35.359154
females\191.wav,0,-56.619747,36.55522
females\192.wav,0,-39.040955,16.159035
females\193.wav,0,-25.049875,-33.843945
females\194.wav,0,1.7035221,23.41055
females\195.wav,0,-22.10216,19.165169
females\196.wav,0,-16.682882,-23.945692
females\197.wav,0,-58.23021,2.7923677
females\198.wav,0,-91.3336,47.15539
females\199.wav,0,-40.05176,-42.808743
females\2.wav,0,-41.36489,-18.27299
females\20.wav,0,-14.470917,-3.9325914
females\200.wav,0,-9.886047,23.638927
females\201.wav,0,-36.958862,-37.639595
females\202.wav,0,-28.991917,44.931152
females\203.wav,0,-32.728813,25.008179
females\204.wav,0,-40.097378,-60.58328
females\205.wav,0,-36.26424,-32.02551
females\206.wav,0,-15.254393,2.4228165
females\207.wav,0,-72.04212,33.531757
females\208.wav,0,-74.36731,1.125456
females\209.wav,0,-21.463142,0.87717247
females\21.wav,0,-9.554313,-21.675814
females\210.wav,0,-38.815712,-16.588625
females\211.wav,0,-47.09687,22.09116
females\212.wav,0,-23.5428,26.602861
females\213.wav,0,-40.217678,-16.917446
females\214.wav,0,-33.0378,-23.376097
females\215.wav,0,6.45769,-0.61473876
females\216.wav,0,-67.24149,-0.7099743
females\217.wav,0,-20.534262,0.37388343
females\218.wav,0,-38.918682,-18.939589
females\219.wav,0,-61.828438,-45.78362
females\22.wav,0,-14.203099,0.98927516
females\220.wav,0,-19.986135,4.5656343
females\221.wav,0,-3.1336997,31.143269
females\222.wav,0,-30.10842,-33.407406
females\223.wav,0,-7.5089097,4.3016753
females\224.wav,0,-89.23435,-5.601585
females\225.wav,0,-26.372066,12.553415
females\226.wav,0,-49.336155,5.7840242
females\227.wav,0,-40.048798,-42.790234
females\228.wav,0,-78.2733,-43.640007
females\229.wav,0,-21.474941,15.325515
