filename,true_label,x_coordinate,y_coordinate
females\0.wav,0,35.773167,20.560244
females\1.wav,0,-27.895628,-30.204138
females\10.wav,0,-27.00114,14.796182
females\100.wav,0,7.719827,-60.448814
females\101.wav,0,15.939097,-9.118318
females\102.wav,0,11.954103,-10.813528
females\103.wav,0,-15.491747,-20.487917
females\104.wav,0,-9.751217,-27.650614
females\105.wav,0,3.1269305,-16.127968
females\106.wav,0,-2.3805878,-3.4441335
females\107.wav,0,24.98801,11.268209
females\108.wav,0,-1.3204552,-10.1662
females\109.wav,0,-4.2275076,5.0485106
females\11.wav,0,89.57897,-17.82853
females\110.wav,0,11.013169,-15.95857
females\111.wav,0,38.364388,-61.470455
females\112.wav,0,14.873098,-7.075704
females\113.wav,0,34.466736,38.67911
females\114.wav,0,79.92896,-16.594809
females\115.wav,0,46.780872,-5.320139
females\116.wav,0,-9.701332,-27.659594
females\117.wav,0,15.351004,-30.486649
females\118.wav,0,-9.163668,-18.029478
females\119.wav,0,40.009727,-7.5356627
females\12.wav,0,33.768875,-6.4812145
females\120.wav,0,1.5172514,-17.794481
females\121.wav,0,22.757212,49.98748
females\122.wav,0,8.753945,-19.308481
females\123.wav,0,11.315795,99.3792
females\124.wav,0,48.348618,2.4859564
females\125.wav,0,42.225872,3.8793726
females\126.wav,0,66.08992,29.958942
females\127.wav,0,59.91252,-5.828503
females\128.wav,0,41.754482,-17.138046
females\129.wav,0,36.491936,-17.15677
females\13.wav,0,-6.002103,-13.15085
females\130.wav,0,54.626354,10.226522
females\131.wav,0,13.552019,-8.444692
females\132.wav,0,51.03195,-8.210005
females\133.wav,0,47.070385,47.80788
females\134.wav,0,2.5506325,-59.00379
females\135.wav,0,14.085879,-14.589827
females\136.wav,0,4.584727,-9.370496
females\137.wav,0,33.222908,-17.604258
females\138.wav,0,-4.689601,7.0580745
females\139.wav,0,5.0196733,8.299686
females\14.wav,0,-22.97164,-32.034084
females\140.wav,0,4.5561132,25.686207
females\141.wav,0,37.454502,-9.50915
females\142.wav,0,-18.178135,8.779707
females\143.wav,0,14.721679,-31.584105
