filename,true_label,x_coordinate,y_coordinate
females\0.wav,0,40.950256,-17.26649
females\1.wav,0,-2.4475162,15.567029
females\10.wav,0,11.756403,16.353685
females\100.wav,0,27.022232,-38.47686
females\101.wav,0,16.755615,12.031347
females\102.wav,0,-2.6587126,4.6168537
females\103.wav,0,-17.59929,30.078806
females\104.wav,0,11.775444,9.216952
females\105.wav,0,26.426483,4.0070515
females\106.wav,0,57.491146,17.529184
females\107.wav,0,3.3230598,7.125489
females\108.wav,0,7.6314454,3.2705877
females\109.wav,0,69.44985,-3.1578705
females\11.wav,0,26.324205,2.3190365
females\110.wav,0,5.260817,2.9289315
females\111.wav,0,51.306786,-10.527284
females\112.wav,0,11.632733,1.6188147
females\113.wav,0,22.289993,-19.239548
females\114.wav,0,47.434666,7.355912
females\115.wav,0,52.298347,43.723408
females\116.wav,0,74.2799,3.8268907
females\117.wav,0,35.88943,-8.674644
females\118.wav,0,26.251032,11.160065
females\119.wav,0,55.105373,5.900001
females\12.wav,0,37.48216,-24.964733
females\120.wav,0,26.995394,-7.8756256
females\121.wav,0,21.433495,-12.19862
females\122.wav,0,46.285606,15.537826
females\123.wav,0,6.006553,-35.925632
females\124.wav,0,52.463104,-14.317151
females\125.wav,0,-3.7993114,1.7869416
females\126.wav,0,17.860357,24.490942
females\127.wav,0,25.875565,4.0180354
females\128.wav,0,28.005354,-12.699939
females\129.wav,0,32.08124,-7.5940795
females\13.wav,0,-16.872421,14.982414
females\130.wav,0,13.16398,26.468237
females\131.wav,0,25.545116,3.7059948
females\132.wav,0,27.380337,12.268162
females\133.wav,0,74.32765,-6.5392146
females\134.wav,0,39.507153,-21.666183
females\135.wav,0,15.002018,-38.090675
females\136.wav,0,18.994041,-31.729105
females\137.wav,0,47.37418,-21.89203
females\138.wav,0,44.38415,20.462427
females\139.wav,0,7.85966,13.87314
females\14.wav,0,52.522057,-14.619874
females\140.wav,0,15.553164,8.206519
females\141.wav,0,12.952546,17.10938
females\142.wav,0,-24.333475,42.70278
females\143.wav,0,28.271952,-10.328768
females\144.wav,0,34.891415,-25.310953
females\145.wav,0,62.34281,-5.4312677
females\146.wav,0,20.680223,12.39077
females\147.wav,0,7.9238057,-17.690742
females\148.wav,0,27.696312,-6.6267595
females\149.wav,0,-17.513296,9.507607
females\15.wav,0,18.155664,17.483654
females\150.wav,0,76.88502,-48.170574
females\151.wav,0,39.171436,-19.031824
females\152.wav,0,20.051449,47.695454
females\153.wav,0,11.410388,13.64192
females\154.wav,0,20.16656,4.619167
females\155.wav,0,-3.5486395,16.887667
females\156.wav,0,26.57652,0.9437077
females\157.wav,0,15.773393,13.0272875
females\158.wav,0,75.667,-7.4144144
females\159.wav,0,-5.4993033,-59.90982
females\16.wav,0,27.972748,-6.5635
females\160.wav,0,78.80182,4.013609
females\161.wav,0,17.20867,-42.17703
females\162.wav,0,31.285912,-19.549885
females\164.wav,0,35.006195,-33.640217
females\165.wav,0,13.080564,12.801287
females\166.wav,0,34.69901,-11.631114
females\167.wav,0,50.5353,-62.826637
females\168.wav,0,-3.861821,5.411269
females\169.wav,0,29.35689,12.25969
females\17.wav,0,15.61132,7.3768897
females\170.wav,0,61.45441,-11.384403
females\171.wav,0,59.74609,-1.7431902
females\172.wav,0,-1.4003835,-44.711037
females\173.wav,0,37.061047,4.9941025
females\174.wav,0,0.54524505,-59.90825
females\175.wav,0,59.448658,-29.511566
females\176.wav,0,40.581146,-35.471752
females\177.wav,0,12.653652,3.1298792
females\178.wav,0,-19.34391,29.778614
females\179.wav,0,-24.919943,-47.177105
females\18.wav,0,56.998783,-64.33712
females\180.wav,0,-18.315525,14.501332
females\181.wav,0,24.045223,-10.836213
females\182.wav,0,21.934238,3.854569
females\183.wav,0,38.009453,30.77551
females\184.wav,0,29.708504,10.126325
females\185.wav,0,15.670372,-1.1175728
females\186.wav,0,16.198977,-24.55256
females\187.wav,0,22.004686,49.017815
females\188.wav,0,0.20204486,-18.113432
females\189.wav,0,56.107815,-12.456667
females\19.wav,0,2.6237965,26.954885
females\190.wav,0,39.323193,-21.571692
females\191.wav,0,78.41636,0.7012518
females\192.wav,0,39.578907,3.1496153
females\193.wav,0,23.701101,-33.62432
females\194.wav,0,8.655486,28.664503
females\195.wav,0,34.839355,-0.8814478
females\196.wav,0,14.282337,-0.46788096
females\197.wav,0,14.140591,-11.254313
females\198.wav,0,11.362831,29.868706
females\199.wav,0,52.167156,-21.444109
females\2.wav,0,27.635044,10.817021
females\20.wav,0,20.337133,-41.83612
females\200.wav,0,69.88064,50.038177
females\201.wav,0,30.84594,-7.671904
females\202.wav,0,39.952656,-33.770584
females\203.wav,0,53.354656,-5.691035
females\204.wav,0,62.923584,-1.0107278
females\205.wav,0,30.942379,7.599889
females\206.wav,0,8.948532,5.072482
females\207.wav,0,25.117483,62.774998
females\208.wav,0,23.42221,43.544785
females\209.wav,0,33.449696,14.371478
females\21.wav,0,5.749106,-14.808895
females\210.wav,0,40.88603,-19.797865
females\211.wav,0,11.344088,23.597902
females\212.wav,0,74.06995,12.063997
females\213.wav,0,20.485228,-41.55827
females\214.wav,0,10.216526,12.942563
females\215.wav,0,15.667471,-36.346523
females\216.wav,0,5.3442054,-8.436284
females\217.wav,0,-6.3311152,-34.676037
females\218.wav,0,32.12199,7.641761
females\219.wav,0,25.013575,-25.00551
females\22.wav,0,18.542656,12.924462
females\220.wav,0,-0.11316209,11.591024
females\221.wav,0,19.070845,15.006898
females\222.wav,0,12.91232,12.783933
females\223.wav,0,15.099385,31.651566
females\224.wav,0,28.664534,13.005244
females\225.wav,0,21.652311,3.7337396
females\226.wav,0,7.9577847,10.939159
females\227.wav,0,21.75011,11.665061
females\228.wav,0,8.138182,-34.80455
females\229.wav,0,30.462137,9.369361
females\23.wav,0,14.1123705,-32.249638
females\230.wav,0,34.22137,12.320165
females\231.wav,0,23.611378,56.168327
females\232.wav,0,18.771338,-29.997805
females\233.wav,0,12.221712,14.940621
females\234.wav,0,27.176767,-4.711414
females\235.wav,0,30.8286,7.335068
females\236.wav,0,44.52206,-40.63688
females\237.wav,0,11.750534,9.365394
females\238.wav,0,4.596538,8.728386
females\239.wav,0,82.41234,18.740316
females\24.wav,0,69.52121,-44.040768
females\240.wav,0,58.02031,-27.477875
females\241.wav,0,38.20331,-24.072006
females\242.wav,0,-5.9380507,7.4426494
females\243.wav,0,9.459499,17.440992
females\244.wav,0,84.500175,6.0083256
females\245.wav,0,-0.40562743,18.803131
females\246.wav,0,4.4113655,16.86878
females\247.wav,0,44.56127,-8.9053955
females\248.wav,0,27.701532,3.9272082
females\249.wav,0,-39.617638,5.5396967
females\25.wav,0,25.023882,-6.326429
females\250.wav,0,9.33791,17.345705
females\251.wav,0,63.834656,15.020592
females\252.wav,0,46.185535,-41.575188
females\253.wav,0,62.50876,0.86310184
females\254.wav,0,52.232716,-13.975321
females\255.wav,0,38.084423,30.542942
females\256.wav,0,65.69253,-11.875493
females\257.wav,0,64.8887,-5.580448
females\258.wav,0,27.51498,12.027005
females\259.wav,0,43.324642,3.5354564
females\26.wav,0,29.39276,10.259177
females\260.wav,0,5.411678,-16.427765
females\261.wav,0,80.02534,-4.9956064
females\262.wav,0,13.77887,26.414122
females\263.wav,0,27.281391,-11.74715
females\264.wav,0,20.333727,-9.670089
females\265.wav,0,19.492094,-20.417028
females\266.wav,0,1.8470114,-17.254421
females\267.wav,0,14.375728,-36.083027
females\268.wav,0,10.024055,-4.0299
females\269.wav,0,-5.3070574,-54.922733
females\27.wav,0,79.53112,9.400304
females\270.wav,0,8.44028,-31.395792
females\271.wav,0,27.981451,13.789922
females\272.wav,0,9.200534,17.382334
females\273.wav,0,49.952885,33.98838
females\274.wav,0,17.402796,-8.868387
females\275.wav,0,11.746218,-1.4236796
females\276.wav,0,6.6456947,17.121628
females\277.wav,0,59.639282,16.360052
females\278.wav,0,26.9324,13.397353
females\279.wav,0,-10.01791,16.747408
females\28.wav,0,-6.6767354,8.759038
females\280.wav,0,-13.246573,12.486632
females\281.wav,0,63.74973,-17.187687
females\282.wav,0,-2.236748,-58.010002
females\283.wav,0,36.547737,34.201378
females\284.wav,0,24.080004,7.819701
females\285.wav,0,38.707325,-7.758923
females\286.wav,0,42.551674,-4.052225
females\287.wav,0,42.763977,22.234528
females\288.wav,0,39.766376,23.965954
females\289.wav,0,25.767933,4.9862814
females\29.wav,0,63.41929,-5.195227
females\290.wav,0,36.39346,-8.115917
females\291.wav,0,32.81071,-10.011537
females\292.wav,0,30.664593,50.75529
females\293.wav,0,15.38806,-8.144121
females\294.wav,0,68.08941,6.430433
females\295.wav,0,49.50386,-11.124553
females\296.wav,0,-16.264421,17.764101
females\297.wav,0,40.81807,8.161682
females\298.wav,0,18.20569,13.089044
females\299.wav,0,28.670824,47.355816
females\3.wav,0,6.7163277,-3.7831326
females\30.wav,0,23.611525,-6.5260487
females\300.wav,0,11.807544,-3.8540049
females\301.wav,0,30.704351,1.5117394
females\302.wav,0,9.452963,14.531523
females\303.wav,0,27.76185,9.9945135
females\304.wav,0,2.5073042,-17.549578
females\305.wav,0,53.30023,-13.39217
females\306.wav,0,9.398371,-2.4969192
females\307.wav,0,-2.499291,-7.3001986
females\308.wav,0,49.686356,-11.343787
females\309.wav,0,30.997217,-10.70423
females\31.wav,0,79.66372,-6.8461037
females\310.wav,0,90.828094,-21.783129
females\311.wav,0,74.808784,35.402534
females\312.wav,0,13.887233,-13.302514
females\313.wav,0,5.11115,-34.487694
females\314.wav,0,33.754868,2.882141
females\315.wav,0,36.67009,0.26621756
females\316.wav,0,30.201164,1.8036866
females\317.wav,0,38.067593,-7.4189115
females\318.wav,0,23.01834,-21.56121
females\319.wav,0,31.403563,-8.549888
females\32.wav,0,11.0843935,-47.06177
females\320.wav,0,39.799633,-19.826473
females\321.wav,0,24.318697,-43.79123
females\322.wav,0,22.031916,29.272717
females\323.wav,0,16.211752,-24.511864
females\324.wav,0,17.954723,-34.89581
females\325.wav,0,27.468618,14.474634
females\326.wav,0,19.139284,8.744987
females\327.wav,0,25.090372,-18.709461
females\328.wav,0,8.603067,-0.21306875
females\329.wav,0,60.534016,23.784485
females\33.wav,0,25.540495,11.492232
females\330.wav,0,5.666436,-14.850651
females\331.wav,0,16.675694,-31.532051
females\332.wav,0,69.482925,27.312334
females\333.wav,0,18.859612,-10.140695
females\334.wav,0,-2.4996202,3.801666
females\335.wav,0,11.145122,-37.67557
females\336.wav,0,15.438379,7.8268285
females\337.wav,0,2.0042179,-21.491709
females\338.wav,0,59.408222,14.667874
females\339.wav,0,36.295578,12.835454
females\34.wav,0,-1.2261678,-4.237626
females\340.wav,0,62.489647,-20.877247
females\341.wav,0,6.992693,14.90337
females\342.wav,0,28.549562,11.960699
females\343.wav,0,11.783293,13.677435
females\344.wav,0,26.201803,-28.117544
females\345.wav,0,24.07153,40.965527
females\346.wav,0,20.179136,4.6349998
females\347.wav,0,21.98455,10.692893
females\348.wav,0,21.689236,5.7581735
females\349.wav,0,31.376663,14.239984
females\35.wav,0,-6.8729773,8.699386
females\350.wav,0,9.221368,11.60607
females\351.wav,0,35.425934,-25.874716
females\352.wav,0,41.709778,-18.913334
females\353.wav,0,62.683643,42.94515
females\354.wav,0,31.8044,1.312885
females\355.wav,0,1.5938661,-18.694698
females\356.wav,0,14.748007,-45.788956
females\357.wav,0,40.385883,31.822155
females\358.wav,0,44.70509,-10.340616
females\359.wav,0,22.102335,9.848873
females\36.wav,0,68.08727,14.704107
females\360.wav,0,12.018746,14.93418
females\361.wav,0,62.362473,4.3460197
females\362.wav,0,27.28875,57.307625
females\363.wav,0,6.870522,4.7707367
females\364.wav,0,45.820206,-27.056658
females\365.wav,0,26.575293,1.0177052
females\366.wav,0,28.626148,12.98198
females\367.wav,0,59.644516,2.583588
females\368.wav,0,-5.040964,-6.7649136
females\369.wav,0,18.925556,-31.424412
females\37.wav,0,41.03781,-17.047907
females\370.wav,0,9.15305,6.270077
females\371.wav,0,25.900812,6.919717
females\372.wav,0,22.18759,13.629487
females\373.wav,0,22.253222,9.949208
females\374.wav,0,24.398422,10.181065
females\375.wav,0,29.716528,10.574152
females\376.wav,0,40.699116,-17.565
females\377.wav,0,-37.30568,6.9769273
females\378.wav,0,17.522228,-37.49836
females\379.wav,0,11.245108,16.33798
females\38.wav,0,49.11706,-69.43046
females\380.wav,0,9.399872,10.05152
females\381.wav,0,29.36286,-29.741068
females\382.wav,0,16.578014,43.7711
females\383.wav,0,35.6274,12.068734
females\384.wav,0,33.450428,-13.803326
females\385.wav,0,7.2097564,-15.760519
females\386.wav,0,22.366152,7.86395
females\387.wav,0,61.688774,-4.1334243
females\388.wav,0,9.912281,7.101658
females\389.wav,0,20.384468,-31.247105
females\39.wav,0,53.091778,-12.749518
females\390.wav,0,53.161957,-13.274849
females\391.wav,0,19.262417,58.285957
females\392.wav,0,27.902391,10.787562
females\393.wav,0,8.299989,16.496626
females\394.wav,0,43.551266,-47.421593
females\395.wav,0,-1.8654181,4.187406
females\396.wav,0,61.321846,0.19479714
females\397.wav,0,27.098682,11.1133995
females\398.wav,0,62.792442,57.38637
females\399.wav,0,-12.2019,1.3876873
females\4.wav,0,59.57634,16.405272
females\40.wav,0,50.438232,-32.586292
females\400.wav,0,9.520308,8.913707
females\401.wav,0,5.884195,8.7766905
females\402.wav,0,19.261154,15.527613
females\403.wav,0,57.11788,58.50339
females\404.wav,0,9.1248665,6.009455
females\405.wav,0,50.264854,-24.610516
females\406.wav,0,28.54353,11.195777
females\407.wav,0,-42.13091,21.48086
females\408.wav,0,20.591335,-41.062134
females\409.wav,0,29.57626,-8.512587
females\41.wav,0,19.803453,-28.008978
females\410.wav,0,39.241154,25.034927
females\411.wav,0,43.191093,-20.631077
females\412.wav,0,29.108757,21.266623
females\413.wav,0,62.617737,-6.081306
females\414.wav,0,56.613045,22.864336
females\415.wav,0,40.92248,-31.808569
females\416.wav,0,9.533841,8.981185
females\417.wav,0,16.363155,8.75307
females\418.wav,0,97.22887,3.2304842
females\419.wav,0,23.388393,-5.5282435
females\42.wav,0,-88.31595,23.482536
females\420.wav,0,21.53004,5.8145995
females\421.wav,0,16.35587,15.343121
females\422.wav,0,-39.430874,50.27109
females\423.wav,0,39.456177,-19.760431
females\424.wav,0,29.99318,-11.091638
females\425.wav,0,6.4736366,52.792503
females\426.wav,0,0.71358544,14.364082
females\427.wav,0,69.1012,15.753942
females\428.wav,0,51.68516,38.521656
females\429.wav,0,29.172812,-2.5313652
females\43.wav,0,50.529488,16.281727
females\430.wav,0,19.89142,34.229908
females\431.wav,0,31.846207,14.848284
females\432.wav,0,59.165257,16.089897
females\433.wav,0,68.80881,-10.4863
females\434.wav,0,15.75485,-29.990702
females\435.wav,0,27.349255,11.951576
females\436.wav,0,0.20204346,11.010468
females\437.wav,0,42.330997,-19.210318
females\438.wav,0,44.635918,-28.040966
females\439.wav,0,23.942347,-1.2436633
females\44.wav,0,44.402763,30.133177
females\440.wav,0,20.227621,3.0709891
females\441.wav,0,58.62934,-11.040222
females\442.wav,0,31.154161,-16.795183
females\443.wav,0,39.19154,33.81288
females\444.wav,0,43.46659,-69.335045
females\445.wav,0,10.018202,3.137265
females\446.wav,0,9.649919,8.88323
females\447.wav,0,17.088188,-38.234463
females\448.wav,0,38.472626,28.099863
females\449.wav,0,1.1359155,7.104416
females\45.wav,0,-4.8934712,1.0258824
females\450.wav,0,25.575842,8.28619
females\451.wav,0,22.171017,-25.937954
females\452.wav,0,31.01401,14.7550125
females\453.wav,0,28.33373,6.066195
females\454.wav,0,22.935877,-0.7322158
females\455.wav,0,50.58964,-10.648333
females\456.wav,0,29.375782,9.608488
females\457.wav,0,-3.7151601,11.048623
females\458.wav,0,36.12708,-40.358593
females\459.wav,0,39.383934,24.585316
females\46.wav,0,24.150993,16.78686
females\460.wav,0,20.387707,-3.5512578
females\461.wav,0,37.572945,-11.55626
females\462.wav,0,11.990965,6.1577764
females\463.wav,0,10.346822,5.654971
females\464.wav,0,72.78304,-0.9203996
females\465.wav,0,51.080917,-10.912105
females\466.wav,0,47.247536,24.097595
females\467.wav,0,8.002009,15.01319
females\468.wav,0,10.599247,26.23597
females\469.wav,0,5.8108606,-11.78445
females\47.wav,0,-1.0748498,-16.86166
females\470.wav,0,29.21841,-14.83021
females\471.wav,0,58.738567,13.474375
females\472.wav,0,49.07804,8.075445
females\473.wav,0,8.254688,-9.75667
females\474.wav,0,-7.4362426,5.9023232
females\475.wav,0,2.6592557,-65.126785
females\476.wav,0,18.42406,-37.625626
females\477.wav,0,30.746832,11.880498
females\478.wav,0,42.150208,14.891788
females\479.wav,0,-32.821938,5.9168363
females\48.wav,0,50.431114,42.47526
females\480.wav,0,19.225266,6.5322185
females\481.wav,0,-10.8417845,5.906606
females\482.wav,0,17.050653,20.919842
females\483.wav,0,19.972075,-18.133307
females\484.wav,0,21.00899,-18.377302
females\485.wav,0,18.923183,-30.09437
females\486.wav,0,4.65783,-41.649246
females\487.wav,0,47.794197,34.047756
females\488.wav,0,44.948357,23.042595
females\489.wav,0,22.679592,-33.70513
females\49.wav,0,1.4322051,14.265566
females\490.wav,0,28.051355,9.93839
females\491.wav,0,55.434395,-35.12624
females\492.wav,0,26.076746,11.971363
females\493.wav,0,91.55619,-12.851448
females\494.wav,0,51.435497,-49.130466
females\495.wav,0,50.858036,-12.44545
females\496.wav,0,8.880055,-14.274526
females\497.wav,0,0.9028993,-22.024082
females\498.wav,0,50.5331,-64.2701
females\499.wav,0,46.39191,18.108076
females\5.wav,0,6.789684,12.606172
females\50.wav,0,26.511452,0.73585504
females\500.wav,0,55.514565,-54.328384
females\501.wav,0,30.084162,12.577268
females\502.wav,0,12.033434,1.9694077
females\503.wav,0,8.109129,7.8756967
females\504.wav,0,10.332035,0.4017838
females\505.wav,0,23.282257,14.500165
females\506.wav,0,27.431173,16.884378
females\507.wav,0,6.262165,-41.67244
females\508.wav,0,8.385709,9.255014
females\509.wav,0,49.877842,-15.186438
females\51.wav,0,34.832523,-25.042694
females\510.wav,0,53.050217,-7.4643145
females\511.wav,0,11.007216,-1.7200942
females\512.wav,0,0.3324055,7.043282
females\513.wav,0,25.548027,42.90867
females\514.wav,0,-2.5452914,4.4378023
females\515.wav,0,35.01477,-10.196415
females\516.wav,0,25.910364,7.0540943
females\517.wav,0,-2.0473444,-2.4109683
females\518.wav,0,14.530504,34.09738
females\519.wav,0,5.01113,-21.71204
females\52.wav,0,8.075487,-36.229076
females\520.wav,0,68.17622,-18.818415
females\521.wav,0,11.602871,-46.29906
females\522.wav,0,5.8295274,8.737659
females\523.wav,0,28.707623,-8.584467
females\524.wav,0,16.4529,8.482273
females\525.wav,0,67.89323,26.659498
females\526.wav,0,27.027277,-7.7784147
females\527.wav,0,59.53727,-0.1399084
females\528.wav,0,19.22068,15.6717205
females\529.wav,0,-4.817673,-19.478611
females\53.wav,0,49.375294,47.05518
females\530.wav,0,-80.19454,6.8024287
females\531.wav,0,44.93872,18.49165
females\532.wav,0,10.197418,5.7181864
females\533.wav,0,8.409373,28.416405
females\534.wav,0,36.461117,3.0647583
females\535.wav,0,54.610672,-14.316441
females\536.wav,0,68.32817,-24.633957
females\537.wav,0,14.821641,24.237099
females\538.wav,0,14.808597,-2.639449
females\539.wav,0,50.48648,-6.1893806
females\54.wav,0,26.512508,5.18532
females\540.wav,0,4.449408,-21.067364
females\541.wav,0,19.452335,-19.105896
females\542.wav,0,44.43649,-20.591314
females\543.wav,0,-0.91437066,-4.2626963
females\544.wav,0,3.0013022,-17.762575
females\545.wav,0,18.005136,17.434315
females\546.wav,0,26.613361,-9.27519
females\547.wav,0,65.161415,33.76437
females\548.wav,0,33.840786,17.612055
females\549.wav,0,62.57072,0.93723494
females\55.wav,0,10.312439,-3.9866283
females\550.wav,0,6.114587,36.04259
females\551.wav,0,20.443449,-29.21532
females\552.wav,0,18.977007,45.859673
females\553.wav,0,75.71014,-10.97022
